          // seed 111
0000 c000 lbi r0, 0 // icount 0
0002 c101 lbi r1, 1 // icount 1
0004 c2ff lbi r2, -1 // icount 2
0006 c40a lbi r4, 10 // icount 3
0008 20f4 j .rlabel_0 // icount 4
000a dc58 add r6, r4, r2 // icount 5
6362 dd86 xor r1, r5, r4 // icount 12721
6364 df3f andn r7, r7, r1 // icount 12722
6366 ea80 slt r0, r2, r4 // icount 12723
6368 dd27 andn r1, r5, r1 // icount 12724
636a d614 rol r5, r6, r0 // icount 12725
636c fed8 sco r6, r6, r6 // icount 12726
636e d755 sll r5, r7, r2 // icount 12727
6370 e230 seq r4, r2, r1 // icount 12728
6372 d776 ror r5, r7, r3 // icount 12729
6374 d93a xor r6, r1, r1 // icount 12730
6376 df27 andn r1, r7, r1 // icount 12731
6378 d087 srl r1, r0, r4 // icount 12732
637a dfdf andn r7, r7, r6 // icount 12733
637c eb18 slt r6, r3, r0 // icount 12734
637e d682 ror r0, r6, r4 // icount 12735
6380 de41 sub r0, r6, r2 // icount 12736
6382 de04 add r1, r6, r0 // icount 12737
6384 d975 sub r5, r1, r3 // icount 12738
6386 ee28 slt r2, r6, r1 // icount 12739
6388 ffc8 sco r2, r7, r6 // icount 12740
638a      .rlabel_333:
638a 30e0 jal .rlabel_334 // icount 12741
638c deab andn r2, r6, r5 // icount 12742
638e db9a xor r6, r3, r4 // icount 12743
6390 df2a xor r2, r7, r1 // icount 12744
6392 df04 add r1, r7, r0 // icount 12745
6394 de1c add r7, r6, r0 // icount 12746
6396 d242 ror r0, r2, r2 // icount 12747
6398 ddfb andn r6, r5, r7 // icount 12748
639a d3f7 srl r5, r3, r7 // icount 12749
639c e804 slt r1, r0, r0 // icount 12750
639e fae4 sco r1, r2, r7 // icount 12751
63a0 d86b andn r2, r0, r3 // icount 12752
63a2 d3d0 rol r4, r3, r6 // icount 12753
63a4 dea8 add r2, r6, r5 // icount 12754
63a6 da7f andn r7, r2, r3 // icount 12755
63a8 dab3 andn r4, r2, r5 // icount 12756
63aa d06d sll r3, r0, r3 // icount 12757
63ac da25 sub r1, r2, r1 // icount 12758
63ae fc64 sco r1, r4, r3 // icount 12759
63b0 d78b srl r2, r7, r4 // icount 12760
63b2 ff8c sco r3, r7, r4 // icount 12761
63b4 d8a9 sub r2, r0, r5 // icount 12762
63b6 d8cd sub r3, r0, r6 // icount 12763
63b8 f640 sle r0, r6, r2 // icount 12764
63ba d76e ror r3, r7, r3 // icount 12765
63bc f010 sle r4, r0, r0 // icount 12766
63be d648 rol r2, r6, r2 // icount 12767
63c0 db9c add r7, r3, r4 // icount 12768
63c2 fc28 sco r2, r4, r1 // icount 12769
63c4 d0ea ror r2, r0, r7 // icount 12770
63c6 df5a xor r6, r7, r2 // icount 12771
63c8 d597 srl r5, r5, r4 // icount 12772
63ca d1bc rol r7, r1, r5 // icount 12773
63cc e640 seq r0, r6, r2 // icount 12774
63ce faf0 sco r4, r2, r7 // icount 12775
63d0 df4f andn r3, r7, r2 // icount 12776
63d2 d8d7 andn r5, r0, r6 // icount 12777
63d4 d0e4 rol r1, r0, r7 // icount 12778
63d6 f4bc sle r7, r4, r5 // icount 12779
63d8 f270 sle r4, r2, r3 // icount 12780
63da e4f4 seq r5, r4, r7 // icount 12781
63dc d836 xor r5, r0, r1 // icount 12782
63de ff00 sco r0, r7, r0 // icount 12783
63e0 e73c seq r7, r7, r1 // icount 12784
63e2 dec0 add r0, r6, r6 // icount 12785
63e4 e594 seq r5, r5, r4 // icount 12786
63e6 d23e ror r7, r2, r1 // icount 12787
63e8 dec3 andn r0, r6, r6 // icount 12788
63ea e744 seq r1, r7, r2 // icount 12789
63ec d0dd sll r7, r0, r6 // icount 12790
63ee e7f8 seq r6, r7, r7 // icount 12791
63f0 da3e xor r7, r2, r1 // icount 12792
63f2 dcaa xor r2, r4, r5 // icount 12793
63f4 da99 sub r6, r2, r4 // icount 12794
63f6 d3de ror r7, r3, r6 // icount 12795
63f8 e4f4 seq r5, r4, r7 // icount 12796
63fa d31d sll r7, r3, r0 // icount 12797
63fc f184 sle r1, r1, r4 // icount 12798
63fe d591 sll r4, r5, r4 // icount 12799
6400 d421 sll r0, r4, r1 // icount 12800
6402 e9c8 slt r2, r1, r6 // icount 12801
6404 d0a1 sll r0, r0, r5 // icount 12802
6406 dfef andn r3, r7, r7 // icount 12803
6408 d728 rol r2, r7, r1 // icount 12804
640a d2e8 rol r2, r2, r7 // icount 12805
640c d739 sll r6, r7, r1 // icount 12806
640e d36e ror r3, r3, r3 // icount 12807
6410 df4c add r3, r7, r2 // icount 12808
6412 ddc1 sub r0, r5, r6 // icount 12809
6414 d86e xor r3, r0, r3 // icount 12810
6416 f374 sle r5, r3, r3 // icount 12811
6418 dd8e xor r3, r5, r4 // icount 12812
641a eae0 slt r0, r2, r7 // icount 12813
641c fcf0 sco r4, r4, r7 // icount 12814
641e e904 slt r1, r1, r0 // icount 12815
6420 efd0 slt r4, r7, r6 // icount 12816
6422 d954 add r5, r1, r2 // icount 12817
6424 d48a ror r2, r4, r4 // icount 12818
6426 ef28 slt r2, r7, r1 // icount 12819
6428 d060 rol r0, r0, r3 // icount 12820
642a d36e ror r3, r3, r3 // icount 12821
642c d178 rol r6, r1, r3 // icount 12822
642e da83 andn r0, r2, r4 // icount 12823
6430 de01 sub r0, r6, r0 // icount 12824
6432 d75d sll r7, r7, r2 // icount 12825
6434 f814 sco r5, r0, r0 // icount 12826
6436 d291 sll r4, r2, r4 // icount 12827
6438 d894 add r5, r0, r4 // icount 12828
643a de3b andn r6, r6, r1 // icount 12829
643c e274 seq r5, r2, r3 // icount 12830
643e d4ab srl r2, r4, r5 // icount 12831
6440 dbaa xor r2, r3, r5 // icount 12832
6442 fc0c sco r3, r4, r0 // icount 12833
6444 d4d0 rol r4, r4, r6 // icount 12834
6446 f2f0 sle r4, r2, r7 // icount 12835
6448 efdc slt r7, r7, r6 // icount 12836
644a de5a xor r6, r6, r2 // icount 12837
644c d7ce ror r3, r7, r6 // icount 12838
644e dd50 add r4, r5, r2 // icount 12839
6450 ff18 sco r6, r7, r0 // icount 12840
6452 d9da xor r6, r1, r6 // icount 12841
6454 f938 sco r6, r1, r1 // icount 12842
6456 f9e4 sco r1, r1, r7 // icount 12843
6458 daa8 add r2, r2, r5 // icount 12844
645a f428 sle r2, r4, r1 // icount 12845
645c d838 add r6, r0, r1 // icount 12846
645e d703 srl r0, r7, r0 // icount 12847
6460 d21d sll r7, r2, r0 // icount 12848
6462 d9d9 sub r6, r1, r6 // icount 12849
6464 d266 ror r1, r2, r3 // icount 12850
6466 d12a ror r2, r1, r1 // icount 12851
6468 dc2c add r3, r4, r1 // icount 12852
646a d3fa ror r6, r3, r7 // icount 12853
646c      .rlabel_334:
646c 6018 beqz r0, .rlabel_335 // icount 12854
646e dcf0 add r4, r4, r7 // icount 12855
6470 df04 add r1, r7, r0 // icount 12856
6472 d040 rol r0, r0, r2 // icount 12857
6474 d287 srl r1, r2, r4 // icount 12858
6476 e744 seq r1, r7, r2 // icount 12859
6478 f1b8 sle r6, r1, r5 // icount 12860
647a fd10 sco r4, r5, r0 // icount 12861
647c d175 sll r5, r1, r3 // icount 12862
647e db64 add r1, r3, r3 // icount 12863
6480 d8c5 sub r1, r0, r6 // icount 12864
6482 db97 andn r5, r3, r4 // icount 12865
6484 e294 seq r5, r2, r4 // icount 12866
6486      .rlabel_335:
6486 208c j .rlabel_336 // icount 12867
6488 fcfc sco r7, r4, r7 // icount 12868
648a f458 sle r6, r4, r2 // icount 12869
648c d014 rol r5, r0, r0 // icount 12870
648e d1d5 sll r5, r1, r6 // icount 12871
6490 d687 srl r1, r6, r4 // icount 12872
6492 f338 sle r6, r3, r1 // icount 12873
6494 d00e ror r3, r0, r0 // icount 12874
6496 d6ba ror r6, r6, r5 // icount 12875
6498 d9ba xor r6, r1, r5 // icount 12876
649a eeb0 slt r4, r6, r5 // icount 12877
649c d4d5 sll r5, r4, r6 // icount 12878
649e d590 rol r4, r5, r4 // icount 12879
64a0 e06c seq r3, r0, r3 // icount 12880
64a2 f2b4 sle r5, r2, r5 // icount 12881
64a4 d678 rol r6, r6, r3 // icount 12882
64a6 d3d0 rol r4, r3, r6 // icount 12883
64a8 fe30 sco r4, r6, r1 // icount 12884
64aa d60e ror r3, r6, r0 // icount 12885
64ac dcdd sub r7, r4, r6 // icount 12886
64ae d7f3 srl r4, r7, r7 // icount 12887
64b0 fe68 sco r2, r6, r3 // icount 12888
64b2 da69 sub r2, r2, r3 // icount 12889
64b4 e458 seq r6, r4, r2 // icount 12890
64b6 d447 srl r1, r4, r2 // icount 12891
64b8 de6f andn r3, r6, r3 // icount 12892
64ba dd61 sub r0, r5, r3 // icount 12893
64bc e924 slt r1, r1, r1 // icount 12894
64be e83c slt r7, r0, r1 // icount 12895
64c0 d540 rol r0, r5, r2 // icount 12896
64c2 d9e1 sub r0, r1, r7 // icount 12897
64c4 d180 rol r0, r1, r4 // icount 12898
64c6 f0b0 sle r4, r0, r5 // icount 12899
64c8 d63e ror r7, r6, r1 // icount 12900
64ca d427 srl r1, r4, r1 // icount 12901
64cc ed34 slt r5, r5, r1 // icount 12902
64ce e2a4 seq r1, r2, r5 // icount 12903
64d0 df41 sub r0, r7, r2 // icount 12904
64d2 d2f0 rol r4, r2, r7 // icount 12905
64d4 eab4 slt r5, r2, r5 // icount 12906
64d6 f3ec sle r3, r3, r7 // icount 12907
64d8 ebe4 slt r1, r3, r7 // icount 12908
64da f6a0 sle r0, r6, r5 // icount 12909
64dc da82 xor r0, r2, r4 // icount 12910
64de dfcf andn r3, r7, r6 // icount 12911
64e0 d922 xor r0, r1, r1 // icount 12912
64e2 d6ec rol r3, r6, r7 // icount 12913
64e4 f850 sco r4, r0, r2 // icount 12914
64e6 da6a xor r2, r2, r3 // icount 12915
64e8 fe18 sco r6, r6, r0 // icount 12916
64ea f96c sco r3, r1, r3 // icount 12917
64ec dbe4 add r1, r3, r7 // icount 12918
64ee e2b8 seq r6, r2, r5 // icount 12919
64f0 d0a0 rol r0, r0, r5 // icount 12920
64f2 d152 ror r4, r1, r2 // icount 12921
64f4 e5e8 seq r2, r5, r7 // icount 12922
64f6 d938 add r6, r1, r1 // icount 12923
64f8 f9bc sco r7, r1, r5 // icount 12924
64fa dca8 add r2, r4, r5 // icount 12925
64fc d902 xor r0, r1, r0 // icount 12926
64fe dd59 sub r6, r5, r2 // icount 12927
6500 d2a2 ror r0, r2, r5 // icount 12928
6502 df00 add r0, r7, r0 // icount 12929
6504 d529 sll r2, r5, r1 // icount 12930
6506 f648 sle r2, r6, r2 // icount 12931
6508 d2d7 srl r5, r2, r6 // icount 12932
650a eeb0 slt r4, r6, r5 // icount 12933
650c f494 sle r5, r4, r4 // icount 12934
650e ee28 slt r2, r6, r1 // icount 12935
6510 dbe9 sub r2, r3, r7 // icount 12936
6512 d831 sub r4, r0, r1 // icount 12937
6514      .rlabel_336:
6514 601e beqz r0, .rlabel_337 // icount 12938
6516 eacc slt r3, r2, r6 // icount 12939
6518 dde7 andn r1, r5, r7 // icount 12940
651a de8c add r3, r6, r4 // icount 12941
651c df0a xor r2, r7, r0 // icount 12942
651e d432 ror r4, r4, r1 // icount 12943
6520 dd60 add r0, r5, r3 // icount 12944
6522 e3a4 seq r1, r3, r5 // icount 12945
6524 dd91 sub r4, r5, r4 // icount 12946
6526 d84c add r3, r0, r2 // icount 12947
6528 d36f srl r3, r3, r3 // icount 12948
652a de6a xor r2, r6, r3 // icount 12949
652c dd7d sub r7, r5, r3 // icount 12950
652e f504 sle r1, r5, r0 // icount 12951
6530 f390 sle r4, r3, r4 // icount 12952
6532 d046 ror r1, r0, r2 // icount 12953
6534      .rlabel_337:
6534 30d0 jal .rlabel_338 // icount 12954
6536 d2e9 sll r2, r2, r7 // icount 12955
6538 d087 srl r1, r0, r4 // icount 12956
653a ddfe xor r7, r5, r7 // icount 12957
653c fe34 sco r5, r6, r1 // icount 12958
653e d070 rol r4, r0, r3 // icount 12959
6540 e954 slt r5, r1, r2 // icount 12960
6542 db98 add r6, r3, r4 // icount 12961
6544 db20 add r0, r3, r1 // icount 12962
6546 f89c sco r7, r0, r4 // icount 12963
6548 f6f4 sle r5, r6, r7 // icount 12964
654a e0e8 seq r2, r0, r7 // icount 12965
654c d75e ror r7, r7, r2 // icount 12966
654e f0a8 sle r2, r0, r5 // icount 12967
6550 d791 sll r4, r7, r4 // icount 12968
6552 f940 sco r0, r1, r2 // icount 12969
6554 d5ea ror r2, r5, r7 // icount 12970
6556 de61 sub r0, r6, r3 // icount 12971
6558 d59b srl r6, r5, r4 // icount 12972
655a ec98 slt r6, r4, r4 // icount 12973
655c d89b andn r6, r0, r4 // icount 12974
655e df2d sub r3, r7, r1 // icount 12975
6560 d98d sub r3, r1, r4 // icount 12976
6562 f0d4 sle r5, r0, r6 // icount 12977
6564 d889 sub r2, r0, r4 // icount 12978
6566 dc13 andn r4, r4, r0 // icount 12979
6568 d2ff srl r7, r2, r7 // icount 12980
656a d616 ror r5, r6, r0 // icount 12981
656c d31c rol r7, r3, r0 // icount 12982
656e eeb0 slt r4, r6, r5 // icount 12983
6570 db56 xor r5, r3, r2 // icount 12984
6572 d2ab srl r2, r2, r5 // icount 12985
6574 d5c5 sll r1, r5, r6 // icount 12986
6576 d86f andn r3, r0, r3 // icount 12987
6578 d5cb srl r2, r5, r6 // icount 12988
657a d353 srl r4, r3, r2 // icount 12989
657c ff84 sco r1, r7, r4 // icount 12990
657e d8c9 sub r2, r0, r6 // icount 12991
6580 de87 andn r1, r6, r4 // icount 12992
6582 dd28 add r2, r5, r1 // icount 12993
6584 d54d sll r3, r5, r2 // icount 12994
6586 d596 ror r5, r5, r4 // icount 12995
6588 d44f srl r3, r4, r2 // icount 12996
658a d629 sll r2, r6, r1 // icount 12997
658c d984 add r1, r1, r4 // icount 12998
658e d543 srl r0, r5, r2 // icount 12999
6590 d1fb srl r6, r1, r7 // icount 13000
6592 d831 sub r4, r0, r1 // icount 13001
6594 d535 sll r5, r5, r1 // icount 13002
6596 ed50 slt r4, r5, r2 // icount 13003
6598 d50a ror r2, r5, r0 // icount 13004
659a de6b andn r2, r6, r3 // icount 13005
659c d988 add r2, r1, r4 // icount 13006
659e d861 sub r0, r0, r3 // icount 13007
65a0 d6e7 srl r1, r6, r7 // icount 13008
65a2 ee60 slt r0, r6, r3 // icount 13009
65a4 ecc4 slt r1, r4, r6 // icount 13010
65a6 dae3 andn r0, r2, r7 // icount 13011
65a8 d0df srl r7, r0, r6 // icount 13012
65aa d271 sll r4, r2, r3 // icount 13013
65ac d273 srl r4, r2, r3 // icount 13014
65ae d0e5 sll r1, r0, r7 // icount 13015
65b0 d796 ror r5, r7, r4 // icount 13016
65b2 d76d sll r3, r7, r3 // icount 13017
65b4 d2e9 sll r2, r2, r7 // icount 13018
65b6 eed0 slt r4, r6, r6 // icount 13019
65b8 d089 sll r2, r0, r4 // icount 13020
65ba ddef andn r3, r5, r7 // icount 13021
65bc df6b andn r2, r7, r3 // icount 13022
65be ecf8 slt r6, r4, r7 // icount 13023
65c0 dab0 add r4, r2, r5 // icount 13024
65c2 df7a xor r6, r7, r3 // icount 13025
65c4 db99 sub r6, r3, r4 // icount 13026
65c6 dc4b andn r2, r4, r2 // icount 13027
65c8 e784 seq r1, r7, r4 // icount 13028
65ca d39b srl r6, r3, r4 // icount 13029
65cc d972 xor r4, r1, r3 // icount 13030
65ce db41 sub r0, r3, r2 // icount 13031
65d0 e920 slt r0, r1, r1 // icount 13032
65d2 d5f1 sll r4, r5, r7 // icount 13033
65d4 f988 sco r2, r1, r4 // icount 13034
65d6 e10c seq r3, r1, r0 // icount 13035
65d8 f5fc sle r7, r5, r7 // icount 13036
65da d03f srl r7, r0, r1 // icount 13037
65dc df6e xor r3, r7, r3 // icount 13038
65de d506 ror r1, r5, r0 // icount 13039
65e0 de5c add r7, r6, r2 // icount 13040
65e2 d7d7 srl r5, r7, r6 // icount 13041
65e4 d6af srl r3, r6, r5 // icount 13042
65e6 de54 add r5, r6, r2 // icount 13043
65e8 d1e6 ror r1, r1, r7 // icount 13044
65ea dcc1 sub r0, r4, r6 // icount 13045
65ec d375 sll r5, r3, r3 // icount 13046
65ee d6bd sll r7, r6, r5 // icount 13047
65f0 d63c rol r7, r6, r1 // icount 13048
65f2 dcc6 xor r1, r4, r6 // icount 13049
65f4 dbfc add r7, r3, r7 // icount 13050
65f6 de4f andn r3, r6, r2 // icount 13051
65f8 d1d1 sll r4, r1, r6 // icount 13052
65fa d95e xor r7, r1, r2 // icount 13053
65fc e9f8 slt r6, r1, r7 // icount 13054
65fe df86 xor r1, r7, r4 // icount 13055
6600 d846 xor r1, r0, r2 // icount 13056
6602 d298 rol r6, r2, r4 // icount 13057
6604 dae1 sub r0, r2, r7 // icount 13058
6606      .rlabel_338:
6606 600e beqz r0, .rlabel_339 // icount 13059
6608 d461 sll r0, r4, r3 // icount 13060
660a fe58 sco r6, r6, r2 // icount 13061
660c f44c sle r3, r4, r2 // icount 13062
660e d970 add r4, r1, r3 // icount 13063
6610 db31 sub r4, r3, r1 // icount 13064
6612 d5b6 ror r5, r5, r5 // icount 13065
6614 d59e ror r7, r5, r4 // icount 13066
6616      .rlabel_339:
6616 691a bnez r1, .rlabel_340 // icount 13067
6618 e1c4 seq r1, r1, r6 // icount 13068
661a fdb4 sco r5, r5, r5 // icount 13069
661c e6a4 seq r1, r6, r5 // icount 13070
661e d3a7 srl r1, r3, r5 // icount 13071
6620 d269 sll r2, r2, r3 // icount 13072
6622 ec50 slt r4, r4, r2 // icount 13073
6624 f9f0 sco r4, r1, r7 // icount 13074
6626 d583 srl r0, r5, r4 // icount 13075
6628 d66a ror r2, r6, r3 // icount 13076
662a ea14 slt r5, r2, r0 // icount 13077
662c e4f8 seq r6, r4, r7 // icount 13078
662e f51c sle r7, r5, r0 // icount 13079
6630 f154 sle r5, r1, r2 // icount 13080
6632      .rlabel_340:
6632 7b08 bgez r3, .rlabel_341 // icount 13081
6634 d4e4 rol r1, r4, r7 // icount 13082
6636 dfbb andn r6, r7, r5 // icount 13083
6638 e588 seq r2, r5, r4 // icount 13084
663a d38f srl r3, r3, r4 // icount 13085
663c      .rlabel_341:
663c 307c jal .rlabel_342 // icount 13086
663e dc5b andn r6, r4, r2 // icount 13087
6640 da32 xor r4, r2, r1 // icount 13088
6642 fcd0 sco r4, r4, r6 // icount 13089
6644 d888 add r2, r0, r4 // icount 13090
6646 dbae xor r3, r3, r5 // icount 13091
6648 d6dc rol r7, r6, r6 // icount 13092
664a d3b3 srl r4, r3, r5 // icount 13093
664c da0f andn r3, r2, r0 // icount 13094
664e d4c3 srl r0, r4, r6 // icount 13095
6650 d50e ror r3, r5, r0 // icount 13096
6652 d812 xor r4, r0, r0 // icount 13097
6654 e8dc slt r7, r0, r6 // icount 13098
6656 d586 ror r1, r5, r4 // icount 13099
6658 d241 sll r0, r2, r2 // icount 13100
665a d917 andn r5, r1, r0 // icount 13101
665c d3b7 srl r5, r3, r5 // icount 13102
665e dc7f andn r7, r4, r3 // icount 13103
6660 dd41 sub r0, r5, r2 // icount 13104
6662 db22 xor r0, r3, r1 // icount 13105
6664 dca2 xor r0, r4, r5 // icount 13106
6666 ff4c sco r3, r7, r2 // icount 13107
6668 ffac sco r3, r7, r5 // icount 13108
666a d26e ror r3, r2, r3 // icount 13109
666c d477 srl r5, r4, r3 // icount 13110
666e d206 ror r1, r2, r0 // icount 13111
6670 e048 seq r2, r0, r2 // icount 13112
6672 f77c sle r7, r7, r3 // icount 13113
6674 dd3c add r7, r5, r1 // icount 13114
6676 dadb andn r6, r2, r6 // icount 13115
6678 d157 srl r5, r1, r2 // icount 13116
667a d726 ror r1, r7, r1 // icount 13117
667c d31d sll r7, r3, r0 // icount 13118
667e de2c add r3, r6, r1 // icount 13119
6680 da1c add r7, r2, r0 // icount 13120
6682 d89e xor r7, r0, r4 // icount 13121
6684 f650 sle r4, r6, r2 // icount 13122
6686 f6f0 sle r4, r6, r7 // icount 13123
6688 d31d sll r7, r3, r0 // icount 13124
668a d509 sll r2, r5, r0 // icount 13125
668c e94c slt r3, r1, r2 // icount 13126
668e eef4 slt r5, r6, r7 // icount 13127
6690 de68 add r2, r6, r3 // icount 13128
6692 df50 add r4, r7, r2 // icount 13129
6694 d326 ror r1, r3, r1 // icount 13130
6696 d9c1 sub r0, r1, r6 // icount 13131
6698 fcec sco r3, r4, r7 // icount 13132
669a d8e7 andn r1, r0, r7 // icount 13133
669c db81 sub r0, r3, r4 // icount 13134
669e d8de xor r7, r0, r6 // icount 13135
66a0 d55e ror r7, r5, r2 // icount 13136
66a2 f280 sle r0, r2, r4 // icount 13137
66a4 fcb0 sco r4, r4, r5 // icount 13138
66a6 d977 andn r5, r1, r3 // icount 13139
66a8 ddce xor r3, r5, r6 // icount 13140
66aa e5f8 seq r6, r5, r7 // icount 13141
66ac e79c seq r7, r7, r4 // icount 13142
66ae d242 ror r0, r2, r2 // icount 13143
66b0 ed0c slt r3, r5, r0 // icount 13144
66b2 dc84 add r1, r4, r4 // icount 13145
66b4 d2e1 sll r0, r2, r7 // icount 13146
66b6 da92 xor r4, r2, r4 // icount 13147
66b8 e770 seq r4, r7, r3 // icount 13148
66ba      .rlabel_342:
66ba 20dc j .rlabel_343 // icount 13149
66bc de22 xor r0, r6, r1 // icount 13150
66be dd85 sub r1, r5, r4 // icount 13151
66c0 ddbb andn r6, r5, r5 // icount 13152
66c2 d321 sll r0, r3, r1 // icount 13153
66c4 d491 sll r4, r4, r4 // icount 13154
66c6 dcbf andn r7, r4, r5 // icount 13155
66c8 daf1 sub r4, r2, r7 // icount 13156
66ca d08d sll r3, r0, r4 // icount 13157
66cc e618 seq r6, r6, r0 // icount 13158
66ce d464 rol r1, r4, r3 // icount 13159
66d0 d6c6 ror r1, r6, r6 // icount 13160
66d2 d8ad sub r3, r0, r5 // icount 13161
66d4 da43 andn r0, r2, r2 // icount 13162
66d6 ff74 sco r5, r7, r3 // icount 13163
66d8 d3ea ror r2, r3, r7 // icount 13164
66da d9d0 add r4, r1, r6 // icount 13165
66dc d13a ror r6, r1, r1 // icount 13166
66de d95c add r7, r1, r2 // icount 13167
66e0 d0cf srl r3, r0, r6 // icount 13168
66e2 d03e ror r7, r0, r1 // icount 13169
66e4 d811 sub r4, r0, r0 // icount 13170
66e6 d258 rol r6, r2, r2 // icount 13171
66e8 d56a ror r2, r5, r3 // icount 13172
66ea d979 sub r6, r1, r3 // icount 13173
66ec db2d sub r3, r3, r1 // icount 13174
66ee dfc6 xor r1, r7, r6 // icount 13175
66f0 d73c rol r7, r7, r1 // icount 13176
66f2 d327 srl r1, r3, r1 // icount 13177
66f4 d107 srl r1, r1, r0 // icount 13178
66f6 d74b srl r2, r7, r2 // icount 13179
66f8 d805 sub r1, r0, r0 // icount 13180
66fa db47 andn r1, r3, r2 // icount 13181
66fc e8d0 slt r4, r0, r6 // icount 13182
66fe d250 rol r4, r2, r2 // icount 13183
6700 de1c add r7, r6, r0 // icount 13184
6702 db48 add r2, r3, r2 // icount 13185
6704 dd10 add r4, r5, r0 // icount 13186
6706 d4e0 rol r0, r4, r7 // icount 13187
6708 ff50 sco r4, r7, r2 // icount 13188
670a d507 srl r1, r5, r0 // icount 13189
670c e644 seq r1, r6, r2 // icount 13190
670e d55f srl r7, r5, r2 // icount 13191
6710 dd5d sub r7, r5, r2 // icount 13192
6712 f62c sle r3, r6, r1 // icount 13193
6714 d8bc add r7, r0, r5 // icount 13194
6716 fc78 sco r6, r4, r3 // icount 13195
6718 fe84 sco r1, r6, r4 // icount 13196
671a d571 sll r4, r5, r3 // icount 13197
671c e680 seq r0, r6, r4 // icount 13198
671e d311 sll r4, r3, r0 // icount 13199
6720 d7d7 srl r5, r7, r6 // icount 13200
6722 de13 andn r4, r6, r0 // icount 13201
6724 d64a ror r2, r6, r2 // icount 13202
6726 d87c add r7, r0, r3 // icount 13203
6728 e25c seq r7, r2, r2 // icount 13204
672a db86 xor r1, r3, r4 // icount 13205
672c e994 slt r5, r1, r4 // icount 13206
672e fea8 sco r2, r6, r5 // icount 13207
6730 e10c seq r3, r1, r0 // icount 13208
6732 f100 sle r0, r1, r0 // icount 13209
6734 db1d sub r7, r3, r0 // icount 13210
6736 d62b srl r2, r6, r1 // icount 13211
6738 df0d sub r3, r7, r0 // icount 13212
673a d032 ror r4, r0, r1 // icount 13213
673c e7f0 seq r4, r7, r7 // icount 13214
673e dd82 xor r0, r5, r4 // icount 13215
6740 d926 xor r1, r1, r1 // icount 13216
6742 de3c add r7, r6, r1 // icount 13217
6744 d784 rol r1, r7, r4 // icount 13218
6746 eff0 slt r4, r7, r7 // icount 13219
6748 d79b srl r6, r7, r4 // icount 13220
674a d09b srl r6, r0, r4 // icount 13221
674c db24 add r1, r3, r1 // icount 13222
674e ddfe xor r7, r5, r7 // icount 13223
6750 d942 xor r0, r1, r2 // icount 13224
6752 d901 sub r0, r1, r0 // icount 13225
6754 d836 xor r5, r0, r1 // icount 13226
6756 d06b srl r2, r0, r3 // icount 13227
6758 d352 ror r4, r3, r2 // icount 13228
675a ee44 slt r1, r6, r2 // icount 13229
675c ffdc sco r7, r7, r6 // icount 13230
675e ddc4 add r1, r5, r6 // icount 13231
6760 d573 srl r4, r5, r3 // icount 13232
6762 d040 rol r0, r0, r2 // icount 13233
6764 d1f3 srl r4, r1, r7 // icount 13234
6766 f0d8 sle r6, r0, r6 // icount 13235
6768 dd67 andn r1, r5, r3 // icount 13236
676a d812 xor r4, r0, r0 // icount 13237
676c d984 add r1, r1, r4 // icount 13238
676e d4ff srl r7, r4, r7 // icount 13239
6770 ec28 slt r2, r4, r1 // icount 13240
6772 d5b9 sll r6, r5, r5 // icount 13241
6774 d69e ror r7, r6, r4 // icount 13242
6776 d51e ror r7, r5, r0 // icount 13243
6778 d674 rol r5, r6, r3 // icount 13244
677a d765 sll r1, r7, r3 // icount 13245
677c db7f andn r7, r3, r3 // icount 13246
677e d3d4 rol r5, r3, r6 // icount 13247
6780 ffb4 sco r5, r7, r5 // icount 13248
